eventID,parentEventID,eventDate,habitat,country,locality,site,strata,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,geodeticDatum,pictureID
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R003,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R004,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R005,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R007,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R008,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R009,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE_R010,COLOMBIA_ISLAGORGONA_LAMANCORA_20181014_HIGHTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA MANCORA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R001,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R002,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R003,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R004,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R005,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R006,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R007,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R008,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R009,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE_R010,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_HIGHTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R001,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R002,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R003,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R004,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R005,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R006,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R007,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R008,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R009,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE_R010,COLOMBIA_ISLAGORGONA_LAVENTANA_20181010_MIDTIDE,10/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R001,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R002,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R003,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R004,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R005,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R006,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R007,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R008,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R009,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE_R010,COLOMBIA_ISLAGORGONA_LAVENTANA_20181011_LOWTIDE,11/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,LA VENTANA,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R001,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R003,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R004,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R005,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R006,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R007,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R008,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE_R010,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_HIGHTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,HIGHTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R001,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R002,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R003,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R004,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R005,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R006,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R007,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R008,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R009,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE_R010,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181012_MIDTIDE,12/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,MIDTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R001,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R002,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R003,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R004,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R005,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R006,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R007,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE_R008,COLOMBIA_ISLAGORGONA_PLAYAVERDE_20181014_LOWTIDE,14/10/2018,Rocky Shore,COLOMBIA,ISLA GORGONA,PLAYA VERDE,LOWTIDE,,,,WGS84,
